species_name,sample_id,pres_genes,total_genes,pres_acc95_genes,total_acc95_genes,pres_acc90_genes,total_acc90_genes,species_avg_pres_genes,strain_number
Acidaminococcus_intestini_54097,700013693,1973,3150,378,1545,238,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700015181c,2381,3150,777,1545,618,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700021123,2325,3150,725,1545,579,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700021902c,2113,3150,521,1545,389,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700023337,2213,3150,608,1545,447,1383,2210.9,2.0
Acidaminococcus_intestini_54097,700023872c,2273,3150,668,1545,506,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700023919c,2164,3150,559,1545,399,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700024086c,2189,3150,590,1545,445,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700024545c,2195,3150,595,1545,442,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700032222c,2280,3150,675,1545,514,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700037453c,2248,3150,643,1545,482,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700037501c,2229,3150,625,1545,472,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700037539c,2250,3150,645,1545,491,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700095287,2017,3150,416,1545,264,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700096865,2212,3150,607,1545,455,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700098267,2298,3150,698,1545,552,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700099002,1519,3150,319,1545,245,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700099512,2356,3150,752,1545,594,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700100022,2320,3150,716,1545,555,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700102356,2249,3150,644,1545,483,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700105237c,2186,3150,582,1545,429,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700105580c,2034,3150,441,1545,302,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700105787,2211,3150,606,1545,448,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700105882,2222,3150,617,1545,455,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700106646c,2169,3150,564,1545,407,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700106836c,2251,3150,646,1545,484,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700107398c,2269,3150,664,1545,503,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700111156,2317,3150,713,1545,554,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700111223c,2297,3150,702,1545,555,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700114000,2363,3150,758,1545,598,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700116358c,2139,3150,536,1545,381,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700116468,0,3150,0,1545,0,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700116505,2192,3150,594,1545,442,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700116568c,2362,3150,757,1545,596,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700116611c,2215,3150,610,1545,452,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700119042c,2244,3150,659,1545,523,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700164159c,2092,3150,487,1545,326,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700166262,2234,3150,630,1545,478,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700166643,2289,3150,684,1545,527,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700167107,2209,3150,604,1545,448,1383,2210.9,1.0
Acidaminococcus_intestini_54097,700173546,2339,3150,734,1545,572,1383,2210.9,1.0
Adlercreutzia_equolifaciens_60310,700165263c,1484,2367,0,883,0,883,1484.0,1.0
Akkermansia_muciniphila_55290,700013600,2335,2913,1643,2221,663,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700013588,2353,2913,1661,2221,685,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700013603,2309,2913,1617,2221,640,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700014386,2337,2913,1645,2221,668,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700014724,2395,2913,1703,2221,723,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700014837,2435,2913,1743,2221,766,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700015702,2410,2913,1718,2221,737,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700016456,2484,2913,1793,2221,828,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700016542c,0,2913,0,2221,0,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700016765,2532,2913,1840,2221,860,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700021295,2355,2913,1664,2221,687,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700023509,2455,2913,1763,2221,784,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700023634c,2443,2913,1751,2221,770,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700023788,2439,2913,1747,2221,769,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700023845,0,2913,0,2221,0,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700023872c,1124,2913,452,2221,139,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700023919c,2310,2913,1620,2221,650,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700024234,2457,2913,1765,2221,786,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700024318,2441,2913,1749,2221,770,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700024509,2437,2913,1745,2221,764,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700024673,2429,2913,1737,2221,757,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700024789,2441,2913,1749,2221,768,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700024998,2386,2913,1694,2221,723,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700033665,2389,2913,1697,2221,716,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700033922c,2212,2913,1537,2221,625,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700034254,2381,2913,1689,2221,711,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700034565,2305,2913,1613,2221,634,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700035785,2350,2913,1660,2221,688,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700037090,2464,2913,1772,2221,791,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700037303,2431,2913,1739,2221,761,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700037405,2440,2913,1748,2221,767,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700037632,2350,2913,1658,2221,689,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700038053,2311,2913,1619,2221,648,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700038072c,2420,2913,1728,2221,748,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700038167,2435,2913,1743,2221,764,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700038263,2415,2913,1723,2221,746,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700038493,2382,2913,1691,2221,714,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700038806c,2412,2913,1720,2221,739,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700095058,2307,2913,1615,2221,640,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700095213,2401,2913,1709,2221,728,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700095353,2300,2913,1608,2221,634,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700095647,2395,2913,1703,2221,722,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700096380,2460,2913,1768,2221,787,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700096865,2422,2913,1730,2221,749,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700097196,2287,2913,1595,2221,624,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700097482,2278,2913,1586,2221,619,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700097631,2347,2913,1655,2221,680,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700097688,2420,2913,1728,2221,749,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700098669,2396,2913,1704,2221,728,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700098867,2483,2913,1791,2221,811,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700099002,2204,2913,1513,2221,555,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700099059,2330,2913,1638,2221,659,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700100022,2497,2913,1805,2221,824,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700100312,2495,2913,1803,2221,823,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700100540c,2432,2913,1740,2221,761,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700100600,2492,2913,1800,2221,830,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700101366,2311,2913,1622,2221,656,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700101638,2392,2913,1700,2221,723,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700102586c,2185,2913,1512,2221,608,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700103710,2402,2913,1710,2221,736,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700105372,2428,2913,1737,2221,763,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700105685,2431,2913,1739,2221,759,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700105771,2425,2913,1734,2221,756,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700106646c,2388,2913,1696,2221,716,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700106754,2426,2913,1734,2221,754,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700106836c,1141,2913,460,2221,139,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700107398c,2559,2913,1867,2221,887,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700107873,2401,2913,1709,2221,728,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700108218,2411,2913,1719,2221,741,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700109449,2309,2913,1618,2221,651,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700109564c,2228,2913,1538,2221,586,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700110089,2441,2913,1749,2221,768,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700110222,2223,2913,1535,2221,612,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700111156,1330,2913,639,2221,172,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700111986,2403,2913,1711,2221,733,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700112376,2408,2913,1716,2221,735,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700112433,2596,2913,1904,2221,924,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700112490,2346,2913,1654,2221,673,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700113177,2453,2913,1761,2221,784,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700113616,2464,2913,1772,2221,792,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700113705,2472,2913,1780,2221,800,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700113762,2434,2913,1742,2221,761,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700113810,2387,2913,1695,2221,716,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700113867,2345,2913,1654,2221,677,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700113954,2370,2913,1678,2221,704,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700114082,2460,2913,1768,2221,787,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700114125,1271,2913,594,2221,177,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700114218,2332,2913,1640,2221,675,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700114653,2471,2913,1779,2221,801,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700116358c,2394,2913,1702,2221,721,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700116568c,2413,2913,1721,2221,740,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700116668,2500,2913,1808,2221,827,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700117000,2408,2913,1716,2221,735,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700117031,2340,2913,1648,2221,667,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700117172,2553,2913,1861,2221,880,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700117625,2266,2913,1583,2221,682,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700117682,2366,2913,1674,2221,695,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700119042c,2579,2913,1887,2221,906,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700119496c,2372,2913,1680,2221,704,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700119739,2354,2913,1663,2221,717,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700121639,2397,2913,1705,2221,731,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700122765,2453,2913,1762,2221,784,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700123135,2490,2913,1798,2221,818,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700123700,2426,2913,1735,2221,761,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700124561,2452,2913,1761,2221,785,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700161742,2574,2913,1882,2221,902,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700161856,1282,2913,596,2221,168,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700161945,2553,2913,1861,2221,880,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700163296,2332,2913,1640,2221,661,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700163419,2303,2913,1612,2221,637,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700163772,2378,2913,1687,2221,707,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700164050,2439,2913,1750,2221,793,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700164159c,2395,2913,1703,2221,723,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700164192,2205,2913,1516,2221,571,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700164354,2559,2913,1867,2221,886,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700164417,2301,2913,1610,2221,650,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700164870,2502,2913,1810,2221,829,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700165052,2420,2913,1728,2221,748,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700165167,2369,2913,1677,2221,697,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700165224,2224,2913,1534,2221,577,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700165263c,2588,2913,1897,2221,916,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700165455,2419,2913,1727,2221,746,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700165634,0,2913,0,2221,0,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700166643,1242,2913,551,2221,151,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700171115c,2457,2913,1765,2221,784,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700171190,2461,2913,1769,2221,790,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700171679,0,2913,0,2221,0,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700171916c,0,2913,0,2221,0,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700172068,2593,2913,1901,2221,920,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700172461,2192,2913,1511,2221,622,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700172498c,2452,2913,1760,2221,779,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700172870,1292,2913,600,2221,152,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700173086,2301,2913,1609,2221,640,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700173176,2438,2913,1746,2221,765,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700173272,2543,2913,1851,2221,870,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700173320,2272,2913,1580,2221,607,1240,2340.3,1.0
Akkermansia_muciniphila_55290,700173377,2484,2913,1792,2221,814,1240,2340.3,1.0
Alistipes_finegoldii_56071,700013600,2870,3779,2870,3779,2870,3779,2917.7,2.0
Alistipes_finegoldii_56071,700013597,3038,3779,3038,3779,3038,3779,2917.7,2.0
Alistipes_finegoldii_56071,700013603,0,3779,0,3779,0,3779,2917.7,2.0
Alistipes_finegoldii_56071,700013672,0,3779,0,3779,0,3779,2917.7,1.0
Alistipes_finegoldii_56071,700013715,3113,3779,3113,3779,3113,3779,2917.7,1.0
Alistipes_finegoldii_56071,700014386,2991,3779,2991,3779,2991,3779,2917.7,1.0
Alistipes_finegoldii_56071,700014486,0,3779,0,3779,0,3779,2917.7,1.0
Alistipes_finegoldii_56071,700014498,0,3779,0,3779,0,3779,2917.7,1.0
Alistipes_finegoldii_56071,700014562c,3048,3779,3048,3779,3048,3779,2917.7,1.0
Alistipes_finegoldii_56071,700014724,2979,3779,2979,3779,2979,3779,2917.7,1.0
Alistipes_finegoldii_56071,700014837,3155,3779,3155,3779,3155,3779,2917.7,1.0
Alistipes_finegoldii_56071,700014954,3123,3779,3123,3779,3123,3779,2917.7,1.0
Alistipes_finegoldii_56071,700015250c,2958,3779,2958,3779,2958,3779,2917.7,1.0
Alistipes_finegoldii_56071,700015415,3091,3779,3091,3779,3091,3779,2917.7,1.0
Alistipes_finegoldii_56071,700015702,2921,3779,2921,3779,2921,3779,2917.7,1.0
Alistipes_finegoldii_56071,700015857,0,3779,0,3779,0,3779,2917.7,1.0
Alistipes_finegoldii_56071,700015981,2829,3779,2829,3779,2829,3779,2917.7,1.0
Alistipes_finegoldii_56071,700016000,0,3779,0,3779,0,3779,2917.7,1.0
Alistipes_finegoldii_56071,700016210,2557,3779,2557,3779,2557,3779,2917.7,1.0
Alistipes_finegoldii_56071,700016456,2966,3779,2966,3779,2966,3779,2917.7,2.0
Alistipes_finegoldii_56071,700016542c,2969,3779,2969,3779,2969,3779,2917.7,2.0
Alistipes_finegoldii_56071,700016610c,3088,3779,3088,3779,3088,3779,2917.7,1.0
Alistipes_finegoldii_56071,700016765,0,3779,0,3779,0,3779,2917.7,2.0
Alistipes_finegoldii_56071,700016902,3059,3779,3059,3779,3059,3779,2917.7,1.0
Alistipes_finegoldii_56071,700016960,2960,3779,2960,3779,2960,3779,2917.7,1.0
Alistipes_finegoldii_56071,700021123,2767,3779,2767,3779,2767,3779,2917.7,3.0
Alistipes_finegoldii_56071,700021261,2371,3779,2371,3779,2371,3779,2917.7,1.0
Alistipes_finegoldii_56071,700021295,2865,3779,2865,3779,2865,3779,2917.7,1.0
Alistipes_finegoldii_56071,700021361,2896,3779,2896,3779,2896,3779,2917.7,1.0
Alistipes_finegoldii_56071,700021824,2779,3779,2779,3779,2779,3779,2917.7,1.0
Alistipes_finegoldii_56071,700021876,3054,3779,3054,3779,3054,3779,2917.7,1.0
Alistipes_finegoldii_56071,700023066,3087,3779,3087,3779,3087,3779,2917.7,1.0
Alistipes_finegoldii_56071,700023113,3055,3779,3055,3779,3055,3779,2917.7,1.0
Alistipes_finegoldii_56071,700023188,0,3779,0,3779,0,3779,2917.7,1.0
Alistipes_finegoldii_56071,700023267,0,3779,0,3779,0,3779,2917.7,1.0
Alistipes_finegoldii_56071,700023337,2642,3779,2642,3779,2642,3779,2917.7,1.0
Alistipes_finegoldii_56071,700023509,2998,3779,2998,3779,2998,3779,2917.7,1.0
Alistipes_finegoldii_56071,700023578,3039,3779,3039,3779,3039,3779,2917.7,1.0
Alistipes_finegoldii_56071,700023603,0,3779,0,3779,0,3779,2917.7,1.0
Alistipes_finegoldii_56071,700023634c,3060,3779,3060,3779,3060,3779,2917.7,2.0
Alistipes_finegoldii_56071,700023720c,3029,3779,3029,3779,3029,3779,2917.7,1.0
Alistipes_finegoldii_56071,700023788,3067,3779,3067,3779,3067,3779,2917.7,2.0
Alistipes_finegoldii_56071,700023919c,2949,3779,2949,3779,2949,3779,2917.7,1.0
Alistipes_finegoldii_56071,700024024c,3119,3779,3119,3779,3119,3779,2917.7,1.0
Alistipes_finegoldii_56071,700024086c,2998,3779,2998,3779,2998,3779,2917.7,2.0
Alistipes_finegoldii_56071,700024141,2459,3779,2459,3779,2459,3779,2917.7,1.0
Alistipes_finegoldii_56071,700024234,2995,3779,2995,3779,2995,3779,2917.7,1.0
Alistipes_finegoldii_56071,700024318,2584,3779,2584,3779,2584,3779,2917.7,2.0
Alistipes_finegoldii_56071,700024349,3147,3779,3147,3779,3147,3779,2917.7,1.0
Alistipes_finegoldii_56071,700024437,2852,3779,2852,3779,2852,3779,2917.7,1.0
Alistipes_finegoldii_56071,700024509,3106,3779,3106,3779,3106,3779,2917.7,1.0
Alistipes_finegoldii_56071,700024545c,3222,3779,3222,3779,3222,3779,2917.7,2.0
Alistipes_finegoldii_56071,700024615,3044,3779,3044,3779,3044,3779,2917.7,1.0
Alistipes_finegoldii_56071,700024673,3117,3779,3117,3779,3117,3779,2917.7,2.0
Alistipes_finegoldii_56071,700024711,2932,3779,2932,3779,2932,3779,2917.7,1.0
Alistipes_finegoldii_56071,700024752,3178,3779,3178,3779,3178,3779,2917.7,1.0
Alistipes_finegoldii_56071,700024866,3018,3779,3018,3779,3018,3779,2917.7,1.0
Alistipes_finegoldii_56071,700024998,3180,3779,3180,3779,3180,3779,2917.7,1.0
Alistipes_finegoldii_56071,700032222c,3160,3779,3160,3779,3160,3779,2917.7,1.0
Alistipes_finegoldii_56071,700032413,2828,3779,2828,3779,2828,3779,2917.7,1.0
Alistipes_finegoldii_56071,700032944,0,3779,0,3779,0,3779,2917.7,1.0
Alistipes_finegoldii_56071,700033153c,3143,3779,3143,3779,3143,3779,2917.7,1.0
Alistipes_finegoldii_56071,700033201,2615,3779,2615,3779,2615,3779,2917.7,1.0
Alistipes_finegoldii_56071,700033435,2943,3779,2943,3779,2943,3779,2917.7,1.0
Alistipes_finegoldii_56071,700033436,2866,3779,2866,3779,2866,3779,2917.7,1.0
Alistipes_finegoldii_56071,700033502c,2861,3779,2861,3779,2861,3779,2917.7,1.0
Alistipes_finegoldii_56071,700033665,3046,3779,3046,3779,3046,3779,2917.7,2.0
Alistipes_finegoldii_56071,700033726,2480,3779,2480,3779,2480,3779,2917.7,1.0
Alistipes_finegoldii_56071,700033797,2787,3779,2787,3779,2787,3779,2917.7,1.0
Alistipes_finegoldii_56071,700033922c,3111,3779,3111,3779,3111,3779,2917.7,2.0
Alistipes_finegoldii_56071,700033989,3105,3779,3105,3779,3105,3779,2917.7,1.0
Alistipes_finegoldii_56071,700034254,0,3779,0,3779,0,3779,2917.7,2.0
Alistipes_finegoldii_56071,700034565,2998,3779,2998,3779,2998,3779,2917.7,2.0
Alistipes_finegoldii_56071,700034794,0,3779,0,3779,0,3779,2917.7,1.0
Alistipes_finegoldii_56071,700034926,2542,3779,2542,3779,2542,3779,2917.7,1.0
Alistipes_finegoldii_56071,700035157,2755,3779,2755,3779,2755,3779,2917.7,1.0
Alistipes_finegoldii_56071,700035237,2385,3779,2385,3779,2385,3779,2917.7,1.0
Alistipes_finegoldii_56071,700035373,2557,3779,2557,3779,2557,3779,2917.7,1.0
Alistipes_finegoldii_56071,700035533,0,3779,0,3779,0,3779,2917.7,1.0
Alistipes_finegoldii_56071,700035747,0,3779,0,3779,0,3779,2917.7,1.0
Alistipes_finegoldii_56071,700035861,3115,3779,3115,3779,3115,3779,2917.7,1.0
Alistipes_finegoldii_56071,700037008,0,3779,0,3779,0,3779,2917.7,1.0
Alistipes_finegoldii_56071,700037042c,3108,3779,3108,3779,3108,3779,2917.7,1.0
Alistipes_finegoldii_56071,700037123c,3090,3779,3090,3779,3090,3779,2917.7,1.0
Alistipes_finegoldii_56071,700037284,2969,3779,2969,3779,2969,3779,2917.7,1.0
Alistipes_finegoldii_56071,700037303,2855,3779,2855,3779,2855,3779,2917.7,2.0
Alistipes_finegoldii_56071,700037357,2562,3779,2562,3779,2562,3779,2917.7,1.0
Alistipes_finegoldii_56071,700037405,3234,3779,3234,3779,3234,3779,2917.7,2.0
Alistipes_finegoldii_56071,700037453c,3238,3779,3238,3779,3238,3779,2917.7,2.0
Alistipes_finegoldii_56071,700037501c,2723,3779,2723,3779,2723,3779,2917.7,1.0
Alistipes_finegoldii_56071,700037539c,3007,3779,3007,3779,3007,3779,2917.7,2.0
Alistipes_finegoldii_56071,700037649,2769,3779,2769,3779,2769,3779,2917.7,1.0
Alistipes_finegoldii_56071,700037738,3128,3779,3128,3779,3128,3779,2917.7,1.0
Alistipes_finegoldii_56071,700037757,0,3779,0,3779,0,3779,2917.7,1.0
Alistipes_finegoldii_56071,700037852,2708,3779,2708,3779,2708,3779,2917.7,1.0
Alistipes_finegoldii_56071,700037916,3103,3779,3103,3779,3103,3779,2917.7,1.0
Alistipes_finegoldii_56071,700037967,3012,3779,3012,3779,3012,3779,2917.7,1.0
Alistipes_finegoldii_56071,700038053,3094,3779,3094,3779,3094,3779,2917.7,1.0
Alistipes_finegoldii_56071,700038072c,3187,3779,3187,3779,3187,3779,2917.7,1.0
Alistipes_finegoldii_56071,700038158,2774,3779,2774,3779,2774,3779,2917.7,1.0
Alistipes_finegoldii_56071,700038167,0,3779,0,3779,0,3779,2917.7,1.0
Alistipes_finegoldii_56071,700038284,2835,3779,2835,3779,2835,3779,2917.7,1.0
Alistipes_finegoldii_56071,700038414,0,3779,0,3779,0,3779,2917.7,1.0
Alistipes_finegoldii_56071,700038472,0,3779,0,3779,0,3779,2917.7,1.0
Alistipes_finegoldii_56071,700038493,3122,3779,3122,3779,3122,3779,2917.7,2.0
Alistipes_finegoldii_56071,700038546,2227,3779,2227,3779,2227,3779,2917.7,1.0
Alistipes_finegoldii_56071,700038594c,3055,3779,3055,3779,3055,3779,2917.7,1.0
Alistipes_finegoldii_56071,700038702,3144,3779,3144,3779,3144,3779,2917.7,1.0
Alistipes_finegoldii_56071,700038761,2973,3779,2973,3779,2973,3779,2917.7,1.0
Alistipes_finegoldii_56071,700038870c,3084,3779,3084,3779,3084,3779,2917.7,1.0
Alistipes_finegoldii_56071,700038956,0,3779,0,3779,0,3779,2917.7,1.0
Alistipes_finegoldii_56071,700095058,0,3779,0,3779,0,3779,2917.7,2.0
Alistipes_finegoldii_56071,700095213,0,3779,0,3779,0,3779,2917.7,2.0
Alistipes_finegoldii_56071,700095353,3066,3779,3066,3779,3066,3779,2917.7,1.0
Alistipes_finegoldii_56071,700095410,2055,3779,2055,3779,2055,3779,2917.7,1.0
Alistipes_finegoldii_56071,700095486,3160,3779,3160,3779,3160,3779,2917.7,1.0
Alistipes_finegoldii_56071,700095524,0,3779,0,3779,0,3779,2917.7,1.0
Alistipes_finegoldii_56071,700095647,3038,3779,3038,3779,3038,3779,2917.7,2.0
Alistipes_finegoldii_56071,700095717,2970,3779,2970,3779,2970,3779,2917.7,1.0
Alistipes_finegoldii_56071,700095831,0,3779,0,3779,0,3779,2917.7,1.0
Alistipes_finegoldii_56071,700096047,0,3779,0,3779,0,3779,2917.7,1.0
Alistipes_finegoldii_56071,700096380,0,3779,0,3779,0,3779,2917.7,2.0
Alistipes_finegoldii_56071,700096700,0,3779,0,3779,0,3779,2917.7,1.0
Alistipes_finegoldii_56071,700096865,3044,3779,3044,3779,3044,3779,2917.7,2.0
Alistipes_finegoldii_56071,700097196,2950,3779,2950,3779,2950,3779,2917.7,1.0
