sample_id	subject_id	shannon_diversity	species_richness	total_reads_MIDAS	total_reads_orig	total_avg_marker_coverage	total_med_marker_coverage
700163030	763719065	0.908764578677	119	274315	193027322	2747.22769594	2724.40393761
700163181	765377934	3.02865400415	220	98031	72723146	1000.88352838	1020.76150097
700163238	765317243	2.23072014482	124	54018	46712296	568.250021267	530.767293865
700163458	765661155	2.39703585575	132	53741	56605214	540.118379232	523.403366187
700163521	765519544	2.57564322494	142	78010	56385378	803.436812097	787.919934199
700163628	823052294	2.2688806383	126	130201	90924150	1310.50237394	1348.6343161
700163699	765337473	2.8663974851	140	223103	194154852	2297.4127647	2364.26977932
700021261	763456073	2.63939496099	132	34343	35094766	364.33351447	360.558277373
700117303	115629832	2.48813613401	110	54747	32290218	573.626095014	542.496662925
700122042	206906765	1.68117740547	104	81086	57444160	808.692344002	759.39335137
700122408	838529239	2.62421882992	118	104273	74977968	1071.15848895	1010.31204821
700122860	160967330	2.96235278068	88	30423	26558318	321.893130653	315.590669997
700123700	650853796	2.34076935469	78	63751	45080868	671.404065225	628.793116075
700161219	646253328	3.35292121588	146	56677	48191526	580.442672743	548.160560424
700161429	195044680	2.50553415948	111	64053	40125354	652.852675811	625.478937693
700163296	316129862	3.36337418883	159	31226	24411200	317.508371715	305.489418313
700165530	646253328	2.92109005689	96	61897	45060442	637.227539653	648.630905234
700166262	866653606	2.42840585552	100	73759	48666702	773.173702514	692.57390724
700166643	257905678	3.04405432164	124	55888	39539178	581.722295032	544.594224381
700167107	763721271	2.67095211561	103	68595	43950714	712.944359466	676.13097113
700172069	162469177	2.25292157742	64	15433	10112060	159.991064315	151.455422349
700172870	646253328	3.10082525518	118	44229	35544626	463.726231509	462.250963347
700123562	160502038	3.24953644637	215	182166	114161656	1831.63985963	1788.93646693
700123827	809635352	2.52179639075	169	77769	82272742	799.790071424	761.0907146
700123959	246515023	1.65581466842	204	59962	91473354	597.81483355	591.018416031
700163772	706846339	2.94441292199	170	244178	180102838	2535.54864916	2472.86107094
700163811	884419868	2.7424298067	179	110585	82761632	1157.20653203	1191.89824851
700163868	178713055	2.93058961081	173	161711	128944876	1680.77601822	1666.64241927
700163981	338793263	1.70343280483	140	146369	97612286	1485.2520795	1712.07583547
700164050	234447334	1.55775942051	158	242000	199420190	2414.72076259	2359.65812247
700164159	765074482	3.44404952422	244	305675	187305096	3127.04159498	3138.7771053
700164192	857980665	2.95693515742	117	58728	40040356	618.530423097	605.197222817
700164249	739574095	1.93037097299	113	45161	40916972	452.402691726	471.430673253
700164339	370027359	1.97839339532	138	125183	73315804	1241.30119415	1311.30025872
700164354	355657046	2.09617771897	115	83090	52320246	819.957146503	819.175390115
700164417	305070461	2.98875073327	155	87094	61485166	883.632272941	886.930798737
700164450	517810313	1.25435821652	146	160587	87700084	1600.58011841	1685.57038129
700164611	765034022	2.54161994578	143	171313	132536726	1782.2053727	1689.968974
700164641	525622796	2.67717434835	163	79538	59888582	810.325239421	787.696170562
700164686	765135172	2.57762906696	126	164439	121489806	1705.14675596	1844.74688053
700164735	208027353	2.81264200175	242	93845	65615016	956.747257563	945.292987862
700164792	953045535	3.04075382357	165	104107	70467230	1065.79522218	1087.51547313
700164870	550534656	2.30003482236	117	283542	181604814	2877.84539863	2955.93835268
700165052	764366428	2.57164102135	132	253593	213492708	2585.65176097	2599.57415331
700165148	823052294	2.55731347187	152	317280	224575048	3209.81241454	3353.22554819
700165167	765256553	3.08851423993	212	87928	76999736	883.683933181	930.31687606
700165263	764508039	2.87780259465	194	225928	134636518	2302.02070202	2287.93161647
700165407	682102541	3.22965215261	152	50577	52659964	518.565475955	523.606716622
700165455	764062976	3.31125227251	136	56416	48713174	566.911966259	580.326608198
700165634	765155402	2.90646256939	155	223459	182981938	2288.35054138	2375.55844492
700165665	275382046	2.46173336363	21	46	82380	0.447972260902	0.0
700165778	765216093	3.06915196666	232	138633	88076186	1426.80028005	1497.07232442
700165809	765701615	3.1869096971	173	60741	74524390	609.146678539	604.135849279
700165875	675950834	2.73686348009	124	72564	41825556	738.748177292	744.334655442
700165986	884797910	2.40488218437	205	90790	52976031	908.231894318	680.687818277
700166025	159733294	3.03443633221	92	9328	10726498	94.1222438902	83.4238033834
