sample_tp1,sample_tp2,subject,tp1,tp2,species,num_gene_gains,num_gene_losses,alpha_div_tp1,alpha_div_tp2,alpha_div_rare_tp1,alpha_div_rare_tp2,richness_tp1,richness_tp2,richness_rare_tp1,richness_rare_tp2,polymorphism_tp1,polymorphism_tp2
700023337,700037501,763961826,1,2,Oscillibacter_sp_60799,1,0,2.68516693666,2.73610500069,2.69683837569,2.74386007998,152,160,120,105,2.073514738547565e-05,4.62305138032049e-05
700023337,700037501,763961826,1,2,Alistipes_putredinis_61533,0,0,2.68516693666,2.73610500069,2.69683837569,2.74386007998,152,160,120,105,6.231821520957299e-05,5.7869593136185415e-05
700023337,700037501,763961826,1,2,Bacteroides_ovatus_58035,0,0,2.68516693666,2.73610500069,2.69683837569,2.74386007998,152,160,120,105,1.46116225575e-05,5.4740809585656016e-05
700023337,700037501,763961826,1,2,Bacteroides_massiliensis_44749,0,2,2.68516693666,2.73610500069,2.69683837569,2.74386007998,152,160,120,105,3.949301102583597e-05,2.726831519430316e-05
700023337,700037501,763961826,1,2,Bacteroides_uniformis_57318,0,0,2.68516693666,2.73610500069,2.69683837569,2.74386007998,152,160,120,105,1.2953007777314348e-05,1.279839722577677e-05
700023337,700037501,763961826,1,2,Bacteroides_stercoris_56735,0,0,2.68516693666,2.73610500069,2.69683837569,2.74386007998,152,160,120,105,3.275017010712803e-05,3.5703951717888844e-05
700023337,700037501,763961826,1,2,Bacteroides_caccae_53434,0,0,2.68516693666,2.73610500069,2.69683837569,2.74386007998,152,160,120,105,4.974882057686088e-05,4.540882774891814e-05
700023337,700037501,763961826,1,2,Bacteroides_vulgatus_57955,0,0,2.68516693666,2.73610500069,2.69683837569,2.74386007998,152,160,120,105,0.00947001456678543,0.005727367493846503
700106504,700171574,553359145,1,2,Bacteroides_ovatus_58035,0,0,1.92428003088,1.67579351637,1.92710260917,1.67084880804,104,75,77,67,0.03580913348015657,0.036016225274902794
700106504,700171574,553359145,1,2,Parabacteroides_distasonis_56985,0,0,1.92428003088,1.67579351637,1.92710260917,1.67084880804,104,75,77,67,1.3154005854789726e-05,2.1184266675792986e-05
700106504,700171574,553359145,1,2,Bacteroides_thetaiotaomicron_56941,0,0,1.92428003088,1.67579351637,1.92710260917,1.67084880804,104,75,77,67,4.074261464998402e-05,2.0317575220903165e-05
700106504,700171574,553359145,1,2,Bacteroides_fragilis_54507,0,0,1.92428003088,1.67579351637,1.92710260917,1.67084880804,104,75,77,67,2.9738062598978243e-05,3.188763497407047e-05
700110155,700123959,246515023,2,3,Bacteroides_ovatus_58035,0,0,1.83856706003,1.65581466842,1.83746119765,1.62596378122,102,204,53,119,0.012778473601716557,0.0010681615449596427
700110155,700123959,246515023,2,3,Bacteroides_thetaiotaomicron_56941,0,0,1.83856706003,1.65581466842,1.83746119765,1.62596378122,102,204,53,119,2.7726629175496867e-05,0.000362711313687628
700111156,700166643,257905678,1,3,Alistipes_putredinis_61533,0,0,2.92053068113,3.04405432164,2.92597106431,3.04415038395,137,124,108,118,7.685330493246673e-06,7.025106525371072e-05
700111156,700166643,257905678,1,3,Bacteroides_ovatus_58035,0,0,2.92053068113,3.04405432164,2.92597106431,3.04415038395,137,124,108,118,0.019170518465027157,0.019719924379104223
700111156,700166643,257905678,1,3,Bacteroides_uniformis_57318,0,0,2.92053068113,3.04405432164,2.92597106431,3.04415038395,137,124,108,118,0.011842976911728875,0.011221863592879465
700111156,700166643,257905678,1,3,Bacteroides_stercoris_56735,0,0,2.92053068113,3.04405432164,2.92597106431,3.04415038395,137,124,108,118,0.0007172929263520463,0.00010246577485669355
700111156,700166643,257905678,1,3,Bacteroides_caccae_53434,0,0,2.92053068113,3.04405432164,2.92597106431,3.04415038395,137,124,108,118,9.489492697043798e-05,2.5826119935952066e-05
700111156,700166643,257905678,1,3,Bacteroides_vulgatus_57955,0,0,2.92053068113,3.04405432164,2.92597106431,3.04415038395,137,124,108,118,0.009289731855169021,0.009097841617412571
700106465,700163981,338793263,1,2,Alistipes_onderdonkii_55464,0,0,1.75956858715,1.70343280483,1.7508351277,1.70235262611,110,140,75,100,5.3289256947009496e-06,1.927582227733595e-05
700106465,700163981,338793263,1,2,Bacteroides_vulgatus_57955,0,0,1.75956858715,1.70343280483,1.7508351277,1.70235262611,110,140,75,100,3.835631354696498e-05,4.30338212217707e-05
700106465,700163981,338793263,1,2,Eubacterium_rectale_56927,0,0,1.75956858715,1.70343280483,1.7508351277,1.70235262611,110,140,75,100,7.05685927331494e-05,9.72705830040222e-05
700106465,700163981,338793263,1,2,Bacteroides_cellulosilyticus_58046,0,0,1.75956858715,1.70343280483,1.7508351277,1.70235262611,110,140,75,100,3.578050245520171e-05,1.908296805177154e-05
700106465,700163981,338793263,1,2,Parabacteroides_distasonis_56985,0,0,1.75956858715,1.70343280483,1.7508351277,1.70235262611,110,140,75,100,9.420746547097031e-05,9.399006128863889e-05
700014562,700098359,158458797,1,2,Parabacteroides_merdae_56972,0,0,2.36193506006,2.64795338994,2.27111024318,2.65114891043,103,88,75,85,9.52808436166487e-05,0.00010804480264234648
700014562,700098359,158458797,1,2,Bacteroides_cellulosilyticus_58046,1,0,2.36193506006,2.64795338994,2.27111024318,2.65114891043,103,88,75,85,7.330207471588604e-05,8.003420272003028e-05
700014562,700098359,158458797,1,2,Bacteroides_vulgatus_57955,181,0,2.36193506006,2.64795338994,2.27111024318,2.65114891043,103,88,75,85,2.4140185413115064e-05,0.004681926849746295
700037405,700173023,765276783,1,2,Bacteroides_stercoris_56735,0,0,2.55525750359,3.2089564621,2.55496453788,3.19596600091,126,178,117,125,1.4796287010265311e-05,2.3775259149148147e-05
700037405,700173023,765276783,1,2,Barnesiella_intestinihominis_62208,0,0,2.55525750359,3.2089564621,2.55496453788,3.19596600091,126,178,117,125,2.237283136631349e-05,3.9302590906270364e-05
700037405,700173023,765276783,1,2,Bacteroides_uniformis_57318,0,0,2.55525750359,3.2089564621,2.55496453788,3.19596600091,126,178,117,125,1.9579876299070027e-05,1.925690659296765e-05
700037405,700173023,765276783,1,2,Bacteroides_vulgatus_57955,0,0,2.55525750359,3.2089564621,2.55496453788,3.19596600091,126,178,117,125,0.00560220104998926,0.009680284402351105
700015415,700101243,158944319,1,2,Dialister_invisus_61905,21,17,1.77167951077,2.45073542729,1.70962299296,2.35990149167,178,140,104,105,0.00034633009898988324,9.047838096403722e-05
700015415,700101243,158944319,1,2,Alistipes_putredinis_61533,0,0,1.77167951077,2.45073542729,1.70962299296,2.35990149167,178,140,104,105,5.691005665624556e-05,1.1865974098871056e-05
700015415,700101243,158944319,1,2,Bacteroides_massiliensis_44749,0,0,1.77167951077,2.45073542729,1.70962299296,2.35990149167,178,140,104,105,0.00011034423799745645,7.049716341051591e-05
700015415,700101243,158944319,1,2,Bacteroides_plebeius_61623,0,0,1.77167951077,2.45073542729,1.70962299296,2.35990149167,178,140,104,105,0.00012628214539238584,0.0001049607806345336
700015415,700101243,158944319,1,2,Bacteroides_uniformis_57318,0,0,1.77167951077,2.45073542729,1.70962299296,2.35990149167,178,140,104,105,0.010655217710742442,0.011747878445227157
700015415,700101243,158944319,1,2,Ruminococcus_bicirculans_59300,0,0,1.77167951077,2.45073542729,1.70962299296,2.35990149167,178,140,104,105,0.00013643767341239081,8.726777400903908e-05
700015415,700101243,158944319,1,2,Bacteroides_stercoris_56735,0,0,1.77167951077,2.45073542729,1.70962299296,2.35990149167,178,140,104,105,7.553605933670396e-05,2.9848946078170926e-05
700015415,700101243,158944319,1,2,Bacteroides_vulgatus_57955,0,0,1.77167951077,2.45073542729,1.70962299296,2.35990149167,178,140,104,105,1.4656869315644667e-05,1.106300529660578e-05
700024233,700116778,764285508,1,2,Faecalibacterium_cf_62236,13,8,2.46093451653,2.7274184848,2.46812269901,2.72038684734,180,220,120,124,0.023507068872793517,4.612268641914537e-05
700024233,700116778,764285508,1,2,Bacteroides_ovatus_58035,59,0,2.46093451653,2.7274184848,2.46812269901,2.72038684734,180,220,120,124,1.46750982779e-05,0.018535138712805772
700024233,700116778,764285508,1,2,Bacteroides_uniformis_57318,0,0,2.46093451653,2.7274184848,2.46812269901,2.72038684734,180,220,120,124,0.0024700494431601403,0.003712410966185916
700024233,700116778,764285508,1,2,Bacteroides_vulgatus_57955,53,79,2.46093451653,2.7274184848,2.46812269901,2.72038684734,180,220,120,124,0.0009765396260989143,0.0002436415350753401
700024233,700116778,764285508,1,2,Eubacterium_rectale_56927,89,93,2.46093451653,2.7274184848,2.46812269901,2.72038684734,180,220,120,124,0.05869452556368843,6.099455217824591e-05
700024233,700116778,764285508,1,2,Burkholderiales_bacterium_56577,0,0,2.46093451653,2.7274184848,2.46812269901,2.72038684734,180,220,120,124,4.7225683068603635e-05,0.0010704274151627923
700016456,700100600,159207311,1,2,Bacteroides_vulgatus_57955,0,0,2.63649241181,2.89518322419,2.59446811278,2.85946326706,117,152,97,115,3.874710644466764e-05,3.8729144685700156e-05
700016456,700100600,159207311,1,2,Parabacteroides_merdae_56972,0,0,2.63649241181,2.89518322419,2.59446811278,2.85946326706,117,152,97,115,4.246793063233568e-05,0.0009974224645321783
700016456,700100600,159207311,1,2,Butyrivibrio_crossotus_61674,0,0,2.63649241181,2.89518322419,2.59446811278,2.85946326706,117,152,97,115,3.523917123393542e-05,3.9629053546142905e-05
700016456,700100600,159207311,1,2,Bacteroides_uniformis_57318,0,0,2.63649241181,2.89518322419,2.59446811278,2.85946326706,117,152,97,115,1.937615036554618e-05,1.8855575312266043e-05
700016456,700100600,159207311,1,2,Odoribacter_laneus_62216,0,0,2.63649241181,2.89518322419,2.59446811278,2.85946326706,117,152,97,115,7.084840198721932e-05,7.312525574568133e-05
700024711,700116828,764508039,1,2,Barnesiella_intestinihominis_62208,0,0,2.14381388468,2.13171370149,2.15515246683,2.13447624194,106,136,82,80,2.2361422380864478e-05,3.656810704560686e-05
700024711,700116828,764508039,1,2,Parabacteroides_merdae_56972,0,0,2.14381388468,2.13171370149,2.15515246683,2.13447624194,106,136,82,80,1.786889102964554e-05,1.7936503399491944e-05
700024711,700116828,764508039,1,2,Bacteroides_ovatus_58035,3,0,2.14381388468,2.13171370149,2.15515246683,2.13447624194,106,136,82,80,0.01590338185870533,0.011434351528547325
700024711,700116828,764508039,1,2,Bacteroides_massiliensis_44749,0,0,2.14381388468,2.13171370149,2.15515246683,2.13447624194,106,136,82,80,0.00011071708459012691,0.00010497218938583165
700024711,700116828,764508039,1,2,Bacteroides_uniformis_57318,0,0,2.14381388468,2.13171370149,2.15515246683,2.13447624194,106,136,82,80,1.19402851459e-05,1.99805230310502e-05
700024711,700116828,764508039,1,2,Alistipes_onderdonkii_55464,0,0,2.14381388468,2.13171370149,2.15515246683,2.13447624194,106,136,82,80,2.7970949642418238e-05,2.013709016218807e-05
700024711,700116828,764508039,1,2,Bacteroides_stercoris_56735,0,0,2.14381388468,2.13171370149,2.15515246683,2.13447624194,106,136,82,80,4.195675682791299e-05,3.0065280736821513e-05
700024711,700116828,764508039,1,2,Bacteroides_vulgatus_57955,0,0,2.14381388468,2.13171370149,2.15515246683,2.13447624194,106,136,82,80,3.5841769711823675e-05,2.891925530247394e-05
700108161,700112046,160421117,2,3,Parabacteroides_merdae_56972,0,0,2.21133352376,2.13705549331,2.20881658179,2.13136061856,160,149,103,105,3.0279225350673525e-05,3.583370523249985e-05
700108161,700112046,160421117,2,3,Sutterella_wadsworthensis_56828,0,0,2.21133352376,2.13705549331,2.20881658179,2.13136061856,160,149,103,105,6.604500266030445e-05,7.13085271624879e-05
700108161,700112046,160421117,2,3,Bacteroides_thetaiotaomicron_56941,0,0,2.21133352376,2.13705549331,2.20881658179,2.13136061856,160,149,103,105,2.0260110470730836e-05,3.341477075757136e-05
700108161,700112046,160421117,2,3,Bacteroides_ovatus_58035,0,0,2.21133352376,2.13705549331,2.20881658179,2.13136061856,160,149,103,105,0.009948972832442827,0.016919232004856455
700108161,700112046,160421117,2,3,Bacteroides_xylanisolvens_57185,0,0,2.21133352376,2.13705549331,2.20881658179,2.13136061856,160,149,103,105,0.016369322118874225,0.02728835645377648
700108161,700112046,160421117,2,3,Bacteroides_uniformis_57318,0,0,2.21133352376,2.13705549331,2.20881658179,2.13136061856,160,149,103,105,1.2504283220433436e-05,1.969822619816248e-05
700108161,700112046,160421117,2,3,Bacteroides_stercoris_56735,0,0,2.21133352376,2.13705549331,2.20881658179,2.13136061856,160,149,103,105,5.073636621936912e-05,5.970750468818441e-05
700108161,700112046,160421117,2,3,Bacteroides_vulgatus_57955,0,0,2.21133352376,2.13705549331,2.20881658179,2.13136061856,160,149,103,105,0.0010147688946862672,0.0007209676244587722
700113114,700117755,764467579,2,3,Bacteroides_caccae_53434,0,0,2.99216949076,3.11038231007,3.00062415442,3.11832071886,184,186,156,119,8.631708865938748e-05,7.774756505900829e-05
700113114,700117755,764467579,2,3,Alistipes_putredinis_61533,0,0,2.99216949076,3.11038231007,3.00062415442,3.11832071886,184,186,156,119,0.0006215481514070117,0.0005576370065990191
700113114,700117755,764467579,2,3,Bacteroides_ovatus_58035,0,0,2.99216949076,3.11038231007,3.00062415442,3.11832071886,184,186,156,119,0.023307297848097687,0.021839004969915934
700113114,700117755,764467579,2,3,Faecalibacterium_prausnitzii_57453,0,0,2.99216949076,3.11038231007,3.00062415442,3.11832071886,184,186,156,119,0.06781574767556914,0.07450388185857286
700113114,700117755,764467579,2,3,Bacteroides_uniformis_57318,0,0,2.99216949076,3.11038231007,3.00062415442,3.11832071886,184,186,156,119,0.014809731676050857,0.015905378677537475
700113114,700117755,764467579,2,3,Bacteroides_stercoris_56735,0,0,2.99216949076,3.11038231007,3.00062415442,3.11832071886,184,186,156,119,3.546703677355797e-05,2.9649316759894234e-05
700113114,700117755,764467579,2,3,Eubacterium_rectale_56927,0,0,2.99216949076,3.11038231007,3.00062415442,3.11832071886,184,186,156,119,0.007556078237046295,0.012243553459923472
700113114,700117755,764467579,2,3,Bacteroides_vulgatus_57955,0,0,2.99216949076,3.11038231007,3.00062415442,3.11832071886,184,186,156,119,2.1797897320927897e-05,1.839890254592409e-05
700024318,700105372,764487809,1,2,Barnesiella_intestinihominis_62208,0,0,3.07963601308,2.75280530524,3.09525859472,2.7312179442,160,152,120,112,0.000283410639755641,0.0002869998848606582
700024318,700105372,764487809,1,2,Ruminococcus_bromii_62047,0,0,3.07963601308,2.75280530524,3.09525859472,2.7312179442,160,152,120,112,0.00011494532503197152,8.139198927073344e-05
700024318,700105372,764487809,1,2,Alistipes_putredinis_61533,0,0,3.07963601308,2.75280530524,3.09525859472,2.7312179442,160,152,120,112,0.00028353754638976367,0.00021856767787538188
700024318,700105372,764487809,1,2,Faecalibacterium_cf_62236,0,0,3.07963601308,2.75280530524,3.09525859472,2.7312179442,160,152,120,112,0.025747628036016865,0.000873902186618787
700024318,700105372,764487809,1,2,Bacteroides_plebeius_61623,0,0,3.07963601308,2.75280530524,3.09525859472,2.7312179442,160,152,120,112,0.00010291145869049203,0.00010756386099119942
700024318,700105372,764487809,1,2,Bacteroides_coprocola_61586,0,0,3.07963601308,2.75280530524,3.09525859472,2.7312179442,160,152,120,112,0.00014169029177800798,0.00014796089697609847
700024318,700105372,764487809,1,2,Eubacterium_ventriosum_61474,0,0,3.07963601308,2.75280530524,3.09525859472,2.7312179442,160,152,120,112,0.00012557180059431425,0.00013046476952923033
700024318,700105372,764487809,1,2,Bacteroides_vulgatus_57955,0,0,3.07963601308,2.75280530524,3.09525859472,2.7312179442,160,152,120,112,0.008429671108562867,0.006545375602814854
700163296,700173320,316129862,1,2,Bacteroides_vulgatus_57955,0,0,3.36337418883,2.67596997102,3.36344365723,2.67143210096,159,148,157,114,0.010134026359221185,0.004853624094894596
700109621,700119987,160319967,2,3,Bacteroides_massiliensis_44749,0,0,2.57364319018,2.47633475742,2.57649319577,2.48498001492,150,166,113,115,9.499397011875072e-05,7.961820941751448e-05
700109621,700119987,160319967,2,3,Alistipes_putredinis_61533,0,0,2.57364319018,2.47633475742,2.57649319577,2.48498001492,150,166,113,115,2.0271416497761782e-05,2.854402403012307e-05
700109621,700119987,160319967,2,3,Bacteroides_ovatus_58035,0,0,2.57364319018,2.47633475742,2.57649319577,2.48498001492,150,166,113,115,0.0005622553059023834,3.860367054134709e-05
700109621,700119987,160319967,2,3,Alistipes_shahii_62199,0,0,2.57364319018,2.47633475742,2.57649319577,2.48498001492,150,166,113,115,5.2340211756697806e-05,3.190341595033084e-05
700109621,700119987,160319967,2,3,Bacteroides_plebeius_61623,0,0,2.57364319018,2.47633475742,2.57649319577,2.48498001492,150,166,113,115,6.322224183561754e-05,7.218636746467971e-05
700109621,700119987,160319967,2,3,Bacteroides_uniformis_57318,0,0,2.57364319018,2.47633475742,2.57649319577,2.48498001492,150,166,113,115,0.007034680303044079,0.012153881409802444
700109621,700119987,160319967,2,3,Bacteroides_stercoris_56735,0,0,2.57364319018,2.47633475742,2.57649319577,2.48498001492,150,166,113,115,2.6662969025016895e-05,2.068583741646536e-05
700109621,700119987,160319967,2,3,Bacteroides_vulgatus_57955,0,0,2.57364319018,2.47633475742,2.57649319577,2.48498001492,150,166,113,115,0.00892829371009509,0.008907833497014968
700037967,700163238,765317243,1,2,Bacteroides_finegoldii_57739,0,0,2.35147809482,2.23072014482,2.3565826989,2.22748601216,116,124,96,102,0.00022244423642097836,0.00013529184392901386
700037967,700163238,765317243,1,2,Alistipes_putredinis_61533,0,0,2.35147809482,2.23072014482,2.3565826989,2.22748601216,116,124,96,102,2.039599254144247e-05,2.871171247523944e-05
700037967,700163238,765317243,1,2,Bacteroides_uniformis_57318,0,0,2.35147809482,2.23072014482,2.3565826989,2.22748601216,116,124,96,102,1.9181175543159935e-05,3.248399531833884e-05
700037967,700163238,765317243,1,2,Bacteroides_vulgatus_57955,0,0,2.35147809482,2.23072014482,2.3565826989,2.22748601216,116,124,96,102,2.0805190069546787e-05,6.46915337798e-06
700109564,700112490,160178356,2,3,Barnesiella_intestinihominis_62208,0,1,2.90268306049,2.88480494721,2.91403562906,2.88463625928,183,150,98,107,1.670281020085775e-05,2.800128792360173e-05
700109564,700112490,160178356,2,3,Oscillibacter_sp_60799,0,0,2.90268306049,2.88480494721,2.91403562906,2.88463625928,183,150,98,107,0.00014709087539198313,0.00014674337024395723
700109564,700112490,160178356,2,3,Alistipes_sp_60764,0,0,2.90268306049,2.88480494721,2.91403562906,2.88463625928,183,150,98,107,8.457950730792228e-05,9.131313570162246e-05
700109564,700112490,160178356,2,3,Bacteroides_thetaiotaomicron_56941,0,0,2.90268306049,2.88480494721,2.91403562906,2.88463625928,183,150,98,107,0.00010552294632414113,0.00016440396242004994
700109564,700112490,160178356,2,3,Bacteroides_ovatus_58035,0,0,2.90268306049,2.88480494721,2.91403562906,2.88463625928,183,150,98,107,0.0007355999957910856,0.0002825079949767473
700109564,700112490,160178356,2,3,Alistipes_shahii_62199,0,1,2.90268306049,2.88480494721,2.91403562906,2.88463625928,183,150,98,107,0.009655714780572715,0.009764457898262231
700109564,700112490,160178356,2,3,Bacteroides_xylanisolvens_57185,0,0,2.90268306049,2.88480494721,2.91403562906,2.88463625928,183,150,98,107,0.027121846102824154,0.009774725886263207
700109564,700112490,160178356,2,3,Bacteroides_uniformis_57318,0,0,2.90268306049,2.88480494721,2.91403562906,2.88463625928,183,150,98,107,1.05737938318e-05,1.0622675553980648e-05
700109564,700112490,160178356,2,3,Bacteroidales_bacterium_58650,0,0,2.90268306049,2.88480494721,2.91403562906,2.88463625928,183,150,98,107,4.628712578937016e-05,3.8097364864668716e-05
700109564,700112490,160178356,2,3,Bacteroides_vulgatus_57955,0,24,2.90268306049,2.88480494721,2.91403562906,2.88463625928,183,150,98,107,0.00953956766603388,0.009344701243791347
700117031,700164417,305070461,1,2,Parabacteroides_merdae_56972,0,0,3.14721212051,2.98875073327,3.15336537012,2.99521801896,196,155,147,127,0.0001233441869250049,0.0001466764196342511
700117031,700164417,305070461,1,2,Oscillibacter_sp_60799,0,0,3.14721212051,2.98875073327,3.15336537012,2.99521801896,196,155,147,127,8.603681941126665e-05,0.00010067898791431852
700117031,700164417,305070461,1,2,Alistipes_putredinis_61533,0,0,3.14721212051,2.98875073327,3.15336537012,2.99521801896,196,155,147,127,2.428700252493596e-05,4.476179517679854e-05
700117031,700164417,305070461,1,2,Bacteroides_ovatus_58035,0,0,3.14721212051,2.98875073327,3.15336537012,2.99521801896,196,155,147,127,0.007769450617861584,0.006120644112806047
700117031,700164417,305070461,1,2,Alistipes_shahii_62199,0,0,3.14721212051,2.98875073327,3.15336537012,2.99521801896,196,155,147,127,3.1967366904936786e-05,2.9026070329898497e-05
700117031,700164417,305070461,1,2,Bacteroides_uniformis_57318,0,0,3.14721212051,2.98875073327,3.15336537012,2.99521801896,196,155,147,127,2.0964116591001367e-05,3.5027925444083496e-05
700117031,700164417,305070461,1,2,Parabacteroides_distasonis_56985,0,0,3.14721212051,2.98875073327,3.15336537012,2.99521801896,196,155,147,127,9.628003227315964e-05,0.00010155005346603234
700117031,700164417,305070461,1,2,Bacteroides_stercoris_56735,0,0,3.14721212051,2.98875073327,3.15336537012,2.99521801896,196,155,147,127,4.44264292958798e-05,5.037927078861059e-05
700117031,700164417,305070461,1,2,Bacteroides_vulgatus_57955,0,0,3.14721212051,2.98875073327,3.15336537012,2.99521801896,196,155,147,127,0.007075196013076919,4.528780331194716e-05
700013603,700099002,158114885,1,2,Bacteroides_thetaiotaomicron_56941,0,0,2.58270296229,2.39773415839,2.57325866152,2.40095055573,100,107,91,96,2.2559840104859236e-05,2.5181543580106215e-05
700013603,700099002,158114885,1,2,Bacteroides_massiliensis_44749,0,0,2.58270296229,2.39773415839,2.57325866152,2.40095055573,100,107,91,96,3.954973721032005e-05,2.731932186316715e-05
700013603,700099002,158114885,1,2,Bacteroides_xylanisolvens_57185,0,0,2.58270296229,2.39773415839,2.57325866152,2.40095055573,100,107,91,96,2.24950877155e-05,2.2526132475e-05
700013603,700099002,158114885,1,2,Bacteroides_uniformis_57318,0,0,2.58270296229,2.39773415839,2.57325866152,2.40095055573,100,107,91,96,2.4681107501288788e-05,2.4933274175931775e-05
700013603,700099002,158114885,1,2,Bacteroides_stercoris_56735,0,0,2.58270296229,2.39773415839,2.57325866152,2.40095055573,100,107,91,96,4.787337357381205e-05,5.6933443327872614e-05
